loan_id,name,date_of_birth,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,CIBIL_rating,income_level,loan_rating,loan_term_type,dependent_level,edu_status,type_employment,loan_approval
2124,Molly Houston,1970-10-24,0,Graduate,No,4100000,15400000,16,304,3000000,5200000,16200000,3100000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,1,0,0
2125,Jennifer Harper,1972-03-08,5,Graduate,Yes,7100000,15500000,4,474,7600000,9000000,22400000,9400000,Rejected,Poor,Upper-Middle,Silver,Short Term,High,1,1,0
2126,William Mosley,1989-03-02,4,Graduate,Yes,4900000,10200000,18,370,10900000,2200000,13700000,6600000,Rejected,Poor,Upper-Middle,Silver,Long Term,High,1,1,0
2127,Peter Robinson,1983-06-16,4,Graduate,No,5600000,20300000,20,596,5100000,10900000,12700000,7900000,Approved,Average,Upper-Middle,Gold,Long Term,High,1,0,1
2128,Melissa Mahoney,2005-11-26,4,Graduate,No,3400000,8300000,2,567,5700000,1900000,10200000,2700000,Approved,Average,Low-Middle,Bronze,Short Term,High,1,0,1
2129,Nicole Hayes,1987-05-11,3,Not Graduate,No,4500000,16100000,16,671,10500000,3600000,12400000,5800000,Approved,Good,Upper-Middle,Silver,Long Term,Moderate,0,0,1
2130,Sara Juarez,1986-05-22,2,Graduate,No,300000,800000,18,819,300000,300000,900000,400000,Approved,Excellent,Low,Bronze,Long Term,Moderate,1,0,1
2131,Robert Gomez,1974-09-17,5,Not Graduate,Yes,7600000,23000000,10,829,3100000,7300000,17600000,7300000,Approved,Excellent,High,Gold,Intermediate,High,0,1,1
2132,Sandra Johnson,1963-06-27,5,Graduate,No,500000,1200000,12,454,1400000,500000,1000000,300000,Rejected,Poor,Low,Bronze,Intermediate,High,1,0,0
2133,Mark Torres,1988-02-12,0,Graduate,Yes,5900000,15200000,16,399,15200000,3200000,12200000,6500000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,1,1,0
2134,Barbara Whitaker,1967-12-07,0,Graduate,No,7100000,20700000,10,784,9500000,11400000,27900000,8600000,Approved,Excellent,Upper-Middle,Gold,Intermediate,Low,1,0,1
2135,Adrienne Hampton,1967-12-30,2,Not Graduate,Yes,8500000,26900000,6,538,21300000,16400000,21500000,4600000,Rejected,Poor,High,Gold,Short Term,Moderate,0,1,0
2136,Pamela Jones,1963-10-09,0,Graduate,Yes,6400000,16900000,16,759,16200000,7100000,15200000,3100000,Approved,Excellent,Upper-Middle,Silver,Long Term,Low,1,1,1
2137,Dr. Renee Flores,1963-08-14,2,Graduate,No,7100000,21400000,12,699,11400000,13400000,22600000,4800000,Approved,Good,Upper-Middle,Gold,Intermediate,Moderate,1,0,1
2138,Christopher Glover,1998-07-13,5,Not Graduate,No,1800000,5400000,14,347,3800000,1300000,4900000,1700000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,0,0,0
2139,Mark Chambers,1986-03-17,3,Not Graduate,Yes,6600000,25200000,20,598,13100000,3600000,20700000,8600000,Approved,Average,Upper-Middle,Gold,Long Term,Moderate,0,1,1
2140,Patrick Howell,1995-11-17,4,Graduate,Yes,8800000,27100000,2,406,16300000,6200000,26100000,5800000,Approved,Poor,High,Gold,Short Term,High,1,1,1
2141,Jodi Scott,1994-06-12,2,Not Graduate,No,4800000,15800000,20,860,1700000,3300000,13400000,5100000,Approved,Excellent,Upper-Middle,Silver,Long Term,Moderate,0,0,1
2142,Brandy Day,1973-04-23,5,Graduate,Yes,4400000,16500000,10,806,3500000,4400000,11200000,2800000,Approved,Excellent,Upper-Middle,Silver,Intermediate,High,1,1,1
2143,Thomas Tran,1998-02-07,0,Not Graduate,No,2000000,6900000,2,448,2700000,3800000,7100000,1600000,Approved,Poor,Low-Middle,Bronze,Short Term,Low,0,0,1
2144,Jennifer Marshall,1979-11-11,2,Graduate,No,6800000,22600000,20,393,2100000,2200000,20300000,8200000,Rejected,Poor,Upper-Middle,Gold,Long Term,Moderate,1,0,0
2145,Matthew Adams,2003-07-14,5,Not Graduate,Yes,6600000,16000000,12,811,13100000,5000000,14700000,5000000,Approved,Excellent,Upper-Middle,Silver,Intermediate,High,0,1,1
2146,David Shea,1964-03-17,2,Graduate,No,3300000,7900000,20,829,4800000,2100000,13200000,2600000,Approved,Excellent,Low-Middle,Bronze,Long Term,Moderate,1,0,1
2147,Richard Miller,1974-09-05,3,Not Graduate,No,7400000,23400000,16,700,19300000,3000000,20700000,8900000,Approved,Good,Upper-Middle,Gold,Long Term,Moderate,0,0,1
2148,Melvin Kent,1989-12-20,0,Not Graduate,Yes,4500000,12400000,18,719,10300000,200000,9200000,3100000,Approved,Good,Upper-Middle,Silver,Long Term,Low,0,1,1
2149,Rebecca Taylor,1992-10-09,1,Not Graduate,Yes,9500000,30500000,12,430,5400000,8000000,30800000,10500000,Rejected,Poor,High,Platinum,Intermediate,Low,0,1,0
2150,Rachel Kline,2002-08-04,1,Graduate,No,800000,3000000,4,338,900000,1000000,2600000,400000,Approved,Poor,Low,Bronze,Short Term,Low,1,0,1
2151,Paula Freeman,1986-08-04,2,Graduate,No,4000000,13000000,4,695,6400000,6900000,15400000,4300000,Approved,Good,Low-Middle,Silver,Short Term,Moderate,1,0,1
2152,Allison Oliver,1986-01-15,2,Not Graduate,No,7000000,25700000,18,374,3400000,13700000,14900000,4500000,Rejected,Poor,Upper-Middle,Gold,Long Term,Moderate,0,0,0
2153,Justin Murillo,1989-09-14,3,Graduate,No,3500000,8500000,18,609,7300000,0,12700000,2500000,Approved,Average,Low-Middle,Bronze,Long Term,Moderate,1,0,1
2154,Steven Turner,2002-10-14,3,Graduate,Yes,9700000,36000000,6,631,3500000,5500000,28500000,7500000,Approved,Average,High,Platinum,Short Term,Moderate,1,1,1
2155,Andrea Hunter,2003-12-10,0,Not Graduate,No,3400000,10800000,6,439,5300000,1400000,11600000,1900000,Rejected,Poor,Low-Middle,Silver,Short Term,Low,0,0,0
2156,Erik Padilla,1995-03-17,1,Graduate,Yes,4600000,13500000,20,837,5600000,7700000,11900000,2500000,Approved,Excellent,Upper-Middle,Silver,Long Term,Low,1,1,1
2157,Jesse Foster,1981-03-09,4,Graduate,No,3800000,10400000,10,833,7500000,2500000,14100000,4200000,Approved,Excellent,Low-Middle,Silver,Intermediate,High,1,0,1
2158,Melissa Saunders,1977-06-07,4,Not Graduate,Yes,4200000,9600000,20,863,7400000,900000,9100000,3400000,Approved,Excellent,Upper-Middle,Bronze,Long Term,High,0,1,1
2159,Wendy Lewis,1986-01-16,2,Graduate,No,2500000,8700000,4,684,0,600000,9700000,2600000,Approved,Good,Low-Middle,Bronze,Short Term,Moderate,1,0,1
2160,William Robertson,1958-05-19,0,Not Graduate,Yes,7000000,24600000,6,542,6400000,2600000,24500000,4700000,Rejected,Poor,Upper-Middle,Gold,Short Term,Low,0,1,0
2161,Kelsey Hull,2003-09-23,1,Not Graduate,No,5300000,11500000,8,753,10000000,4200000,14400000,3000000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Low,0,0,1
2162,Dustin Carson,1969-08-07,0,Not Graduate,No,6400000,14200000,2,512,1600000,9200000,23100000,3500000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,0,0,0
2163,Misty Sutton,2002-08-27,3,Not Graduate,No,3400000,8100000,12,385,6100000,4000000,10700000,4000000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Moderate,0,0,0
2164,Melissa Scott,1975-02-10,4,Not Graduate,No,6700000,18800000,2,749,15600000,7900000,19900000,8600000,Approved,Good,Upper-Middle,Silver,Short Term,High,0,0,1
2165,Gregory Edwards,2001-05-07,1,Not Graduate,Yes,4600000,10100000,4,618,2200000,100000,12900000,4300000,Approved,Average,Upper-Middle,Silver,Short Term,Low,0,1,1
2166,Scott Schneider,1985-10-15,4,Graduate,Yes,900000,2500000,4,583,1300000,800000,1800000,1100000,Approved,Average,Low,Bronze,Short Term,High,1,1,1
2167,Carl Jacobs,1964-08-27,0,Graduate,No,5100000,19900000,18,655,4400000,0,17100000,7100000,Approved,Good,Upper-Middle,Silver,Long Term,Low,1,0,1
2168,Kathryn Meyers,1986-06-18,0,Not Graduate,Yes,7000000,20900000,20,380,11800000,10800000,21100000,6200000,Rejected,Poor,Upper-Middle,Gold,Long Term,Low,0,1,0
2169,Geoffrey Burnett,1998-10-14,3,Graduate,Yes,4100000,14700000,6,679,6600000,3700000,10500000,5600000,Approved,Good,Upper-Middle,Silver,Short Term,Moderate,1,1,1
2170,Justin Davis,1972-07-20,2,Graduate,No,4600000,14800000,6,410,12900000,6800000,16100000,5800000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,1,0,0
2171,Briana Peterson,2000-06-27,2,Graduate,Yes,3600000,11500000,8,590,1600000,5200000,10900000,3000000,Approved,Average,Low-Middle,Silver,Intermediate,Moderate,1,1,1
2172,Elizabeth Jones,1968-04-13,5,Graduate,No,5900000,13800000,14,397,12400000,600000,20400000,3000000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,1,0,0
2173,Katherine Spence,1959-10-29,2,Graduate,No,600000,2100000,16,425,900000,500000,2300000,300000,Rejected,Poor,Low,Bronze,Long Term,Moderate,1,0,0
2174,Angela Yates,1966-01-29,0,Graduate,No,4900000,16400000,2,383,3300000,3500000,15000000,5800000,Approved,Poor,Upper-Middle,Silver,Short Term,Low,1,0,1
2175,Walter Webb,1994-04-30,5,Graduate,Yes,6400000,23900000,6,406,14700000,12400000,25400000,4300000,Rejected,Poor,Upper-Middle,Gold,Short Term,High,1,1,0
2176,Dr. Michelle Barnett,1961-06-26,2,Graduate,No,7000000,19800000,10,563,3900000,9400000,22800000,8000000,Approved,Average,Upper-Middle,Silver,Intermediate,Moderate,1,0,1
2177,Alexandra Adams,1971-05-23,3,Graduate,Yes,6700000,13400000,14,782,4900000,4000000,25800000,9600000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Moderate,1,1,1
2178,Terry Thomas,1992-03-13,1,Not Graduate,Yes,800000,2200000,4,852,900000,200000,2200000,1000000,Approved,Excellent,Low,Bronze,Short Term,Low,0,1,1
2179,Kevin Mccarty,1978-08-04,5,Not Graduate,No,7600000,27800000,2,753,18400000,12200000,16900000,8000000,Approved,Excellent,High,Gold,Short Term,High,0,0,1
2180,Hannah Kidd,1971-10-07,5,Graduate,Yes,3200000,7600000,4,489,5000000,2900000,10600000,1900000,Rejected,Poor,Low-Middle,Bronze,Short Term,High,1,1,0
2181,Michelle Vargas,1970-02-23,2,Not Graduate,Yes,4900000,13800000,2,586,9900000,1400000,9900000,7000000,Approved,Average,Upper-Middle,Silver,Short Term,Moderate,0,1,1
2182,Steven Bean,1983-07-19,3,Not Graduate,No,7200000,20800000,16,560,2100000,10700000,21100000,3600000,Approved,Average,Upper-Middle,Gold,Long Term,Moderate,0,0,1
2183,Nicole Martin,1992-11-15,3,Graduate,No,5600000,20600000,6,487,6400000,9700000,20200000,4100000,Rejected,Poor,Upper-Middle,Gold,Short Term,Moderate,1,0,0
2184,Ashley Morrow,1965-07-22,4,Graduate,Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,1,1,0
2185,Stacy Zhang,1971-10-09,4,Not Graduate,No,3300000,7000000,20,504,8200000,3200000,7300000,2500000,Rejected,Poor,Low-Middle,Bronze,Long Term,High,0,0,0
2186,Christopher Cooper,1986-01-09,2,Graduate,Yes,9200000,25300000,4,827,25900000,15900000,19300000,11000000,Approved,Excellent,High,Gold,Short Term,Moderate,1,1,1
2187,Lynn Reeves,1968-08-18,3,Not Graduate,Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000,Approved,Good,High,Gold,Long Term,Moderate,0,1,1
2188,Matthew Brown,1981-03-28,5,Graduate,No,6600000,21400000,10,447,12700000,11100000,20200000,6400000,Rejected,Poor,Upper-Middle,Gold,Intermediate,High,1,0,0
2189,Eric Yang,1996-09-04,0,Graduate,Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000,Approved,Excellent,Upper-Middle,Silver,Short Term,Low,1,1,1
2190,Andrew Roberts,1987-08-23,2,Graduate,No,5800000,21700000,8,354,12500000,2300000,12200000,6800000,Rejected,Poor,Upper-Middle,Gold,Intermediate,Moderate,1,0,0
2191,Dylan Welch PhD,1995-02-28,2,Graduate,Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000,Approved,Excellent,Upper-Middle,Gold,Long Term,Moderate,1,1,1
2192,John Miller,1960-10-23,0,Not Graduate,Yes,3600000,9900000,12,641,10300000,2400000,9100000,2700000,Approved,Average,Low-Middle,Bronze,Intermediate,Low,0,1,1
2193,Timothy Ross,1974-12-24,1,Graduate,Yes,7700000,16900000,6,621,22600000,7900000,27400000,10200000,Approved,Average,High,Silver,Short Term,Low,1,1,1
2194,Maria Newton,1964-12-14,0,Graduate,Yes,7800000,23300000,10,587,12500000,9300000,27500000,9700000,Approved,Average,High,Gold,Intermediate,Low,1,1,1
2195,Jeffery Fitzgerald,1971-08-09,3,Not Graduate,No,5700000,15400000,16,424,4700000,3000000,16400000,5600000,Rejected,Poor,Upper-Middle,Silver,Long Term,Moderate,0,0,0
2196,Danielle Rodriguez,2000-11-23,5,Graduate,No,6300000,20500000,14,515,4300000,3600000,18300000,9100000,Rejected,Poor,Upper-Middle,Gold,Intermediate,High,1,0,0
2197,Dana Baxter,1971-02-25,5,Not Graduate,Yes,2300000,4700000,18,592,1600000,3900000,6200000,2800000,Approved,Average,Low-Middle,Bronze,Long Term,High,0,1,1
2198,Teresa Anderson,1991-11-14,4,Graduate,Yes,9600000,19900000,6,319,3200000,16500000,28100000,6600000,Rejected,Poor,High,Silver,Short Term,High,1,1,0
2199,Jose Hays,1999-10-12,1,Not Graduate,Yes,1000000,3900000,16,360,2500000,300000,2100000,600000,Rejected,Poor,Low,Bronze,Long Term,Low,0,1,0
2200,Craig Lyons,1964-04-16,5,Graduate,Yes,7200000,27100000,12,535,8400000,12800000,28100000,4800000,Rejected,Poor,Upper-Middle,Gold,Intermediate,High,1,1,0
2201,Alexandra Collins,1970-01-08,2,Not Graduate,Yes,3800000,11400000,16,666,9000000,2400000,8000000,3800000,Approved,Good,Low-Middle,Silver,Long Term,Moderate,0,1,1
2202,John Prince,1974-04-09,4,Not Graduate,Yes,9300000,24600000,16,419,18100000,0,26700000,5100000,Rejected,Poor,High,Gold,Long Term,High,0,1,0
2203,Fred Black,1965-11-16,2,Not Graduate,Yes,7200000,21900000,12,640,0,11400000,14600000,3800000,Approved,Average,Upper-Middle,Gold,Intermediate,Moderate,0,1,1
2204,David Parsons,1989-11-02,0,Graduate,No,7600000,19700000,12,545,4300000,5200000,29500000,7300000,Rejected,Poor,High,Silver,Intermediate,Low,1,0,0
2205,Paul Moore,1963-09-04,4,Graduate,No,4500000,15300000,10,843,13200000,6900000,10800000,2200000,Approved,Excellent,Upper-Middle,Silver,Intermediate,High,1,0,1
2206,Kimberly Salazar,1970-12-14,1,Not Graduate,Yes,9900000,30900000,20,559,12100000,6100000,38600000,12100000,Approved,Average,High,Platinum,Long Term,Low,0,1,1
2207,Darryl Ross,1992-10-07,0,Not Graduate,Yes,700000,2000000,18,650,400000,1300000,2800000,500000,Approved,Good,Low,Bronze,Long Term,Low,0,1,1
2208,Ian Chandler,1960-11-29,0,Graduate,No,3500000,12300000,16,479,9700000,6000000,7900000,4700000,Rejected,Poor,Low-Middle,Silver,Long Term,Low,1,0,0
2209,Marcus Mayo,1982-11-07,1,Graduate,Yes,300000,1000000,14,324,100000,100000,1100000,100000,Rejected,Poor,Low,Bronze,Intermediate,Low,1,1,0
2210,Justin May,1992-04-23,5,Not Graduate,Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000,Approved,Poor,Upper-Middle,Silver,Short Term,High,0,1,1
2211,Sean Friedman,1969-05-27,4,Not Graduate,Yes,2800000,8400000,10,521,1500000,1200000,9100000,3700000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,0,1,0
2212,Vanessa Bennett,1983-09-10,5,Not Graduate,Yes,4900000,15900000,8,505,12400000,4900000,14900000,6100000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,0,1,0
2213,William Peters,2004-04-26,4,Not Graduate,No,600000,1700000,12,436,400000,0,1700000,700000,Rejected,Poor,Low,Bronze,Intermediate,High,0,0,0
2214,Christopher Valentine,1983-09-18,0,Graduate,No,3000000,8100000,6,683,3200000,4900000,10200000,3200000,Approved,Good,Low-Middle,Bronze,Short Term,Low,1,0,1
2215,Allison Kelly,1970-05-02,0,Graduate,No,1800000,5800000,18,348,2900000,700000,6700000,1000000,Rejected,Poor,Low-Middle,Bronze,Long Term,Low,1,0,0
2216,Deborah Martin,1980-08-18,4,Graduate,Yes,5100000,15700000,6,867,11200000,8300000,19200000,3600000,Approved,Excellent,Upper-Middle,Silver,Short Term,High,1,1,1
2217,Isaiah Smith,2002-06-20,5,Graduate,No,1400000,4100000,14,880,3700000,1800000,2800000,2100000,Approved,Excellent,Low-Middle,Bronze,Intermediate,High,1,0,1
2218,Terry Lopez,1978-03-04,2,Graduate,Yes,6700000,25500000,10,673,11100000,8600000,25100000,5000000,Approved,Good,Upper-Middle,Gold,Intermediate,Moderate,1,1,1
2219,Paul Montes,2002-07-16,3,Not Graduate,No,4300000,12600000,18,482,9300000,900000,13200000,6100000,Rejected,Poor,Upper-Middle,Silver,Long Term,Moderate,0,0,0
2220,Rose Henderson,1978-10-27,3,Graduate,Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000,Approved,Excellent,High,Silver,Short Term,Moderate,1,1,1
2221,Lauren Hall,1990-03-01,3,Not Graduate,No,5400000,15800000,18,760,12700000,2300000,16400000,7200000,Approved,Excellent,Upper-Middle,Silver,Long Term,Moderate,0,0,1
2222,Jeffrey Little,1963-11-13,0,Not Graduate,No,500000,1900000,2,857,1100000,500000,1800000,300000,Approved,Excellent,Low,Bronze,Short Term,Low,0,0,1
2223,Laura Briggs,1968-05-24,1,Graduate,No,8600000,26700000,10,735,11800000,9100000,20700000,11200000,Approved,Good,High,Gold,Intermediate,Low,1,0,1
2224,Derrick Roberts,1998-01-28,3,Graduate,No,2500000,9300000,4,810,2700000,3300000,9400000,3700000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,1,0,1
2225,Alex Barnes,1962-09-26,4,Not Graduate,No,3000000,7200000,2,680,900000,3400000,9600000,1700000,Approved,Good,Low-Middle,Bronze,Short Term,High,0,0,1
2226,Eric Walker,1983-06-29,5,Not Graduate,Yes,7000000,26900000,4,889,1400000,4200000,22400000,7400000,Approved,Excellent,Upper-Middle,Gold,Short Term,High,0,1,1
2227,Andrea Adams,1973-09-10,1,Not Graduate,Yes,400000,1500000,16,688,400000,300000,1200000,200000,Approved,Good,Low,Bronze,Long Term,Low,0,1,1
2228,James Smith,1981-08-02,5,Not Graduate,No,5200000,13700000,16,531,8800000,4500000,15700000,2900000,Rejected,Poor,Upper-Middle,Silver,Long Term,High,0,0,0
2229,John Hughes,1969-06-22,3,Graduate,No,3300000,11100000,2,660,6500000,3700000,12300000,4500000,Approved,Good,Low-Middle,Silver,Short Term,Moderate,1,0,1
2230,Cynthia Guzman,1961-09-03,1,Not Graduate,Yes,2400000,8800000,18,414,3600000,2200000,7100000,2500000,Rejected,Poor,Low-Middle,Bronze,Long Term,Low,0,1,0
2231,Timothy Fuller,1965-03-18,4,Graduate,Yes,5800000,15800000,14,528,6300000,100000,21400000,8700000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,1,1,0
2232,Nicole Jacobs,1970-03-06,4,Not Graduate,Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000,Approved,Excellent,High,Silver,Intermediate,High,0,1,1
2233,Mindy Barron,1958-10-08,2,Not Graduate,No,6100000,15300000,2,799,7100000,5500000,17800000,5300000,Approved,Excellent,Upper-Middle,Silver,Short Term,Moderate,0,0,1
2234,Heather Walker,1991-11-30,1,Graduate,Yes,7500000,21400000,20,655,13000000,10300000,28100000,8100000,Approved,Good,Upper-Middle,Gold,Long Term,Low,1,1,1
2235,Michael Lewis,1984-05-26,2,Not Graduate,No,4100000,16200000,6,546,3500000,3100000,15100000,3700000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,0,0,0
2236,Jimmy Williams,1960-01-09,3,Not Graduate,No,8500000,30800000,14,745,11000000,8200000,19400000,7200000,Approved,Good,High,Platinum,Intermediate,Moderate,0,0,1
2237,Robert Lester,1990-10-31,0,Graduate,No,4300000,16900000,8,884,6500000,5400000,12000000,3700000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Low,1,0,1
2238,Daniel Matthews,1985-03-25,5,Not Graduate,No,9300000,22000000,4,822,20900000,10000000,24200000,12100000,Approved,Excellent,High,Gold,Short Term,High,0,0,1
2239,Curtis Wright,1975-11-14,4,Not Graduate,No,6000000,18700000,2,623,4300000,4000000,19100000,5700000,Approved,Average,Upper-Middle,Silver,Short Term,High,0,0,1
2240,Melvin Yang,1993-11-20,1,Not Graduate,Yes,5300000,18900000,16,361,300000,5000000,11900000,5500000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,0,1,0
2241,Henry Anderson,1970-01-06,5,Not Graduate,Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000,Approved,Excellent,Upper-Middle,Silver,Short Term,High,0,1,1
2242,Richard Harris,1959-09-13,1,Not Graduate,Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Low,0,1,1
2243,Jennifer Wright,1973-02-14,1,Graduate,Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,Approved,Average,Upper-Middle,Gold,Short Term,Low,1,1,1
2244,Erin Jones,1996-11-15,3,Graduate,No,8200000,28300000,2,530,15000000,10500000,20200000,12100000,Approved,Poor,High,Gold,Short Term,Moderate,1,0,1
2245,Anthony Smith,1972-11-13,3,Not Graduate,No,3300000,9300000,12,324,5300000,2600000,7500000,2000000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Moderate,0,0,0
2246,Cindy Bowman,1961-05-10,4,Graduate,Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,1,1,0
2247,Mariah Mckee,1975-06-05,3,Graduate,Yes,3300000,10400000,12,816,7100000,6300000,11800000,4900000,Approved,Excellent,Low-Middle,Silver,Intermediate,Moderate,1,1,1
2248,Brianna Calderon,1963-02-07,5,Not Graduate,No,1000000,2300000,16,423,1700000,700000,2900000,1400000,Rejected,Poor,Low,Bronze,Long Term,High,0,0,0
2249,Mr. Ryan Knight,1997-12-28,5,Graduate,Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000,Rejected,Poor,Upper-Middle,Silver,Short Term,High,1,1,0
2250,Brenda Mullins,1981-05-18,1,Graduate,No,7000000,21000000,20,554,16900000,6600000,14600000,5600000,Approved,Average,Upper-Middle,Gold,Long Term,Low,1,0,1
2251,Raymond Wilson,1971-05-05,2,Graduate,Yes,7000000,19000000,6,523,5300000,9300000,25800000,9500000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,1,1,0
2252,Amy Castillo,1982-03-14,1,Not Graduate,Yes,5300000,12000000,10,852,400000,10400000,18900000,5000000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Low,0,1,1
2253,Cynthia Williams,1961-07-29,0,Not Graduate,Yes,1800000,3700000,2,505,3900000,2400000,4500000,1400000,Rejected,Poor,Low-Middle,Bronze,Short Term,Low,0,1,0
2254,Benjamin Adams,1970-07-29,0,Graduate,Yes,2300000,7900000,10,430,6600000,2800000,8100000,1900000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Low,1,1,0
2255,Amanda Martinez,2004-07-18,2,Graduate,No,4000000,9200000,16,784,3200000,600000,13000000,4900000,Approved,Excellent,Low-Middle,Bronze,Long Term,Moderate,1,0,1
2256,Donald Martinez,1990-09-27,1,Not Graduate,No,8900000,24000000,6,380,16500000,7400000,27700000,7500000,Rejected,Poor,High,Gold,Short Term,Low,0,0,0
2257,David Swanson,2001-04-30,3,Graduate,No,8000000,18600000,20,565,1600000,8600000,22500000,9400000,Approved,Average,High,Silver,Long Term,Moderate,1,0,1
2258,Patricia Evans,1984-05-24,4,Graduate,Yes,7900000,26900000,14,446,17900000,7300000,16500000,8200000,Rejected,Poor,High,Gold,Intermediate,High,1,1,0
2259,Michael Long,1976-09-17,5,Graduate,Yes,6700000,20200000,8,406,6900000,4900000,15300000,7100000,Rejected,Poor,Upper-Middle,Gold,Intermediate,High,1,1,0
2260,Timothy Mann,1984-04-14,4,Not Graduate,No,2400000,6000000,6,712,6800000,2200000,6000000,1200000,Approved,Good,Low-Middle,Bronze,Short Term,High,0,0,1
2261,Leslie Jones,1959-09-05,4,Not Graduate,No,8600000,22600000,14,729,300000,16200000,20500000,11900000,Approved,Good,High,Gold,Intermediate,High,0,0,1
2262,Brandon Scott IV,1975-02-01,1,Not Graduate,Yes,5300000,14600000,20,508,11200000,2800000,17000000,4600000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,0,1,0
2263,Jonathan Carson,1980-04-24,0,Graduate,No,7400000,24900000,20,648,7100000,7900000,23300000,6200000,Approved,Average,Upper-Middle,Gold,Long Term,Low,1,0,1
2264,Kelly Sloan,1967-01-29,0,Not Graduate,Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000,Rejected,Poor,High,Silver,Intermediate,Low,0,1,0
2265,Heather Love,1995-04-29,5,Graduate,No,8200000,18500000,4,394,9600000,5700000,27400000,11100000,Rejected,Poor,High,Silver,Short Term,High,1,0,0
2266,Cynthia Jenkins,1972-04-20,0,Not Graduate,Yes,3700000,9700000,12,501,2600000,6600000,9200000,4600000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Low,0,1,0
2267,Jeremy Brown,1987-07-13,5,Not Graduate,Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000,Approved,Good,High,Platinum,Short Term,High,0,1,1
2268,Brandy Huang,1963-10-01,4,Not Graduate,No,6100000,20900000,4,662,10200000,7000000,23300000,4100000,Approved,Good,Upper-Middle,Gold,Short Term,High,0,0,1
2269,Christopher Wilson,1968-11-21,2,Graduate,Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000,Approved,Excellent,High,Platinum,Long Term,Moderate,1,1,1
2270,Allen Wells,1962-09-11,5,Not Graduate,No,9200000,18900000,10,521,8300000,14500000,23400000,6900000,Rejected,Poor,High,Silver,Intermediate,High,0,0,0
2271,Jacob Barnes,1995-05-15,3,Graduate,No,7200000,27900000,12,473,21100000,8800000,27800000,8700000,Rejected,Poor,Upper-Middle,Gold,Intermediate,Moderate,1,0,0
2272,Joshua Reeves,1988-02-23,1,Graduate,No,600000,1200000,10,561,900000,300000,1400000,600000,Approved,Average,Low,Bronze,Intermediate,Low,1,0,1
2273,Wendy Long,1998-10-04,5,Graduate,No,8000000,23100000,20,461,5900000,2400000,29300000,7200000,Rejected,Poor,High,Gold,Long Term,High,1,0,0
2274,Mary Carrillo,1997-09-02,4,Graduate,Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000,Approved,Good,Upper-Middle,Silver,Long Term,High,1,1,1
2275,Mark Lee,2001-04-20,0,Not Graduate,Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,0,1,0
2276,Jonathan Hopkins,1991-02-10,3,Not Graduate,Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000,Approved,Good,High,Gold,Long Term,Moderate,0,1,1
